6;5;15
219;5;14
239;5;13
255;5;12
263;5;11
265;5;10
156;5;9
144;5;8
228;5;7
272;5;6
283;5;5
284;5;4
289;5;3
284;5;2
291;5;1
307;5;0
307;6;1
312;6;2
308;6;3
307;6;4
319;6;5
307;6;6
309;6;7
296;6;8
288;6;9
292;6;10
276;6;11
243;6;12
204;6;13
164;6;14
239;6;15
263;6;16
259;6;17
243;6;18
225;6;19
180;6;20
135;6;21
20;6;22
36;6;23
42;6;24
48;6;25
61;6;26
42;6;27
56;6;28
62;6;29
48;6;30
47;6;31
44;6;32
52;6;33
47;6;34
76;6;35
65;6;36
88;6;37
82;6;38
79;6;39
56;6;40
69;7;39
77;7;38
69;7;37
73;7;36
36;7;35
59;7;34
72;7;33
69;7;32
64;7;31
48;7;30
61;7;29
52;7;28
69;7;27
56;7;26
60;7;25
59;7;24
48;7;23
58;7;22
56;7;21
69;7;20
44;7;19
56;7;18
33;7;17
90;7;16
210;7;15
215;7;14
243;7;13
255;7;12
243;7;11
288;7;10
240;7;9
220;7;8
263;7;7
295;7;6
309;7;5
283;7;4
236;7;3
275;7;2
288;7;1
309;7;0
338;8;1
308;8;2
402;8;3
311;8;4
319;8;5
303;8;6
330;8;7
295;8;8
187;8;9
248;8;10
307;8;11
307;8;12
233;8;13
213;8;14
280;8;15
285;8;16
271;8;17
247;8;18
228;8;19
187;8;20
115;8;21
40;8;22
68;8;23
50;8;24
52;8;25
57;8;26
51;8;27
48;8;28
90;8;29
64;8;30
57;8;31
64;8;32
70;8;33
71;8;34
80;8;35
65;8;36
96;8;37
82;8;38
101;8;39
68;8;40
96;9;39
72;9;38
97;9;37
79;9;36
102;9;35
93;9;34
81;9;33
73;9;32
72;9;31
40;9;30
61;9;29
64;9;28
52;9;27
73;9;26
40;9;25
51;9;24
60;9;23
58;9;22
56;9;21
48;9;20
51;9;19
36;9;18
46;9;17
127;9;16
250;9;15
229;9;14
228;9;13
250;9;12
250;9;11
306;9;10
226;9;9
243;9;8
199;9;7
342;9;6
257;9;5
200;9;4
232;9;3
300;9;2
291;9;1
296;9;0
368;10;1
268;10;2
281;10;3
227;10;4
304;10;5
235;10;6
324;10;7
280;10;8
259;10;9
285;10;10
295;10;11
276;10;12
230;10;13
196;10;14
285;10;15
272;10;16
259;10;17
246;10;18
312;10;19
204;10;20
118;10;21
30;10;22
48;10;23
41;10;24
80;10;25
48;10;26
54;10;27
40;10;28
76;10;29
60;10;30
65;10;31
56;10;32
64;10;33
62;10;34
72;10;35
65;10;36
100;10;37
56;10;38
90;10;39
98;10;40
119;11;39
69;11;38
97;11;37
83;11;36
