32.6551857865;1.71138576914;56.6380614075
31.2273657555;1.6365568921;56.4129711105
29.4424089708;1.5430112709;55.4491088315
29.6502882286;1.55390576116;58.2718266819
28.761513596;1.50732705638;59.0507688419
26.4016496018;1.38365182504;59.3804547468
25.2456582352;1.32306888465;59.5566640184
22.0983766544;1.15812684622;60.7981125648
21.2629771399;1.11434541285;61.8369148442
19.5031090309;1.02211463342;60.1067718299
11.966382892;0.627131553419;61.6461871205
11.098252728;0.581634779395;63.0276961928
9.96684091532;0.52233999884;63.01451613
31.6293136039;2.21173706428;57.2001288469
32.0716842159;2.24267063087;55.6854334633
33.8069521974;2.36401238869;56.4016083862
34.0965322863;2.38426180111;54.6991022021
34.9349822853;2.44289193651;53.9265175189
36.2589979481;2.53547613078;53.8874422161
39.5029663058;2.76231649608;52.5502165611
38.9992714371;2.72709471972;50.038682854
39.7389423065;2.7788175455;49.1933393602
40.5893406601;2.83828319125;48.4906132494
41.2964829269;2.88773139556;47.6221745121
43.120541204;3.01528197567;48.0071557258
43.8137057839;3.0637527649;47.0991783843
44.2981343293;3.09762730869;44.4063058585
46.4279128506;3.24655593083;44.9443965687
46.364181441;4.05634026974;44.9443965687
45.5052753056;3.98119571987;45.6790980647
44.9809740664;3.93532530516;46.757087022
44.6367869814;3.90521283709;48.0499381964
41.3660679265;3.61906199821;49.4864710255
37.9499284042;3.32018851699;50.553627786
37.0652233385;3.24278685317;51.2107757439
36.9120397929;3.22938502949;52.9172220611
35.9863993649;3.14840198554;53.5558271871
34.6700005677;3.03323201411;53.5910492917
34.7360017031;3.03900636524;55.8015647271
33.1448516903;2.89979877715;55.3730076254
31.9280400738;2.79334155506;55.5122283826
31.7790820814;2.78030941938;57.5499767298
28.7350582046;2.51399183866;59.1406482465
27.1130486151;2.37208438745;58.3662214852
26.3372776779;2.30421322495;59.3804547468
25.5733491027;2.23737813488;60.4771688718
30.7686934224;3.23391999229;58.1862463694
31.5328573703;3.31423685964;57.2001288469
32.7197703576;3.43898644151;56.984471569
32.5257567953;3.41859479441;54.4301235946
34.6776732676;3.64477032958;55.8015647271
35.4242661288;3.72324040132;54.8490551436
36.3708749398;3.8227329965;54.2190572451
37.30640483;3.92106115017;53.5725436965
37.9967447067;3.99361879498;52.5861046344
38.4248695626;4.03861653056;51.272399745
39.0027976649;4.0993592218;50.1962850047
40.7212666163;4.27997758676;48.7970310267
43.5214135431;4.57428488813;48.6016715862
44.1455040943;4.63987944825;45.9658132416
45.1475699155;4.74520081007;45.3962553522
47.5114102977;4.99365044574;41.5285365351
48.9900994505;6.01522784962;42.906260496
48.4606837572;5.95022377619;43.9618808378
45.7318450279;5.61516451103;42.9658966839
46.3371689906;5.68948894799;45.0833282428
45.408796606;5.57549915239;45.7498087428
45.3678163936;5.57046741502;47.3325588623
43.7286991618;5.36920912544;47.2454491246
40.3851701145;4.95867537949;48.4906132494
37.4545361679;4.5988387772;51.9388910389
35.4105274604;4.34786606557;50.9512571548
35.6325898722;4.3751319013;53.224212158
34.9214278342;4.28781218272;54.1781186893
34.2406031483;4.20421742262;55.2079310598
33.0234592244;4.05477094036;55.3730076254
32.0096133904;3.93028632482;55.8586385441
30.2415953223;3.71320100266;57.3032987765
28.4557750957;3.49392985028;58.781130628
26.442670283;3.2467516598;59.8372274756
28.7726269059;4.04372900193;57.0244175481
30.2937727886;4.25751211399;55.1885035205
32.5798194616;4.57879502159;56.984471569
33.5086924169;4.70933960205;56.3158916561
34.1620144274;4.80115802274;55.2079310598
35.3846810131;4.97299260526;52.9755008863
37.3740334875;5.25257786253;53.9002045142
37.8342228305;5.31725325691;52.5861046344
38.0817290258;5.35203798419;51.032809092
41.1199700977;5.77903492046;49.4864710255
41.9437620196;5.89481132479;47.0410674527
42.2100749315;5.93223916372;45.7096063512
47.1477777703;6.6261880422;44.3980932401
46.8597728639;6.58571159226;41.1349011177
48.7772952859;6.855201794;41.3312433028
49.1230365075;7.78032464429;43.2342900105
48.0033043591;7.60297649465;43.7611416559
